Date,PRECTOTCORR,Longitude,Latitude,boxcox1,diff1
2022-04-30,5.378333333333333,112.73,-7.2,2.3412056849895397,0.7937961139715561
2022-05-31,7.5525806451612905,112.73,-7.2,3.0195789493514185,2.1628703446256616
2022-06-30,5.166333333333333,112.73,-7.2,2.2664001666066085,0.3892783188760418
2022-07-31,2.7409677419354836,112.73,-7.2,1.2243495712569428,2.269566768993418
2022-08-31,0.7138709677419355,112.73,-7.2,-0.3167061098172902,0.4783523965850044
2022-09-30,2.371,112.73,-7.2,1.0186842987428746,-0.17086785401058613
2022-10-31,7.703225806451614,112.73,-7.2,3.061750221248794,2.314567982333704
2022-11-30,9.441666666666666,112.73,-7.2,3.5148624124322807,-0.07043071908670884
2022-12-31,8.790322580645162,112.73,-7.2,3.3517608249204565,-1.0043328931027005
2023-01-31,9.841612903225807,112.73,-7.2,3.6115409977482518,-0.07219789382839092
2023-02-28,16.70357142857143,112.73,-7.2,4.985043212470113,0.8642863413574933
2023-03-31,6.81741935483871,112.73,-7.2,2.8058274275569763,-0.8974194563050153
2023-04-30,8.580666666666668,112.73,-7.2,3.29765591865642,0.9564502336668803
2023-05-31,2.2161290322580647,112.73,-7.2,0.926608525250392,-2.0929704241010265
2023-06-30,0.5096666666666667,112.73,-7.2,-0.5958795283792143,-2.8622796949858227
2023-07-31,2.3116129032258064,112.73,-7.2,0.9838354446043402,-0.24051412665260252
2023-08-31,0.07838709677419356,112.73,-7.2,-1.6431583153998475,-1.3264522055825574
2023-09-30,0.044333333333333336,112.73,-7.2,-1.8415725490970531,-2.8602568478399277
2023-10-31,0.07193548387096774,112.73,-7.2,-1.6758277505965815,-4.737577971845376
2023-11-30,3.4723333333333333,112.73,-7.2,1.5846583248465917,-1.930204087585689
2023-12-31,24.79516129032258,112.73,-7.2,6.202912514154279,2.8511516892338222
2024-01-31,9.47967741935484,112.73,-7.2,3.5241597846574058,-0.08738121309084601
2024-02-29,13.384827586206896,112.73,-7.2,4.376774640112534,-0.6082685723575789
2024-03-31,6.628709677419355,112.73,-7.2,2.7486497719963032,-0.05717765556067311
2024-04-30,8.795,112.73,-7.2,3.3529586344787288,0.05530271582230872
2024-05-31,0.6109677419354839,112.73,-7.2,-0.4500456622013766,-1.3766541874517686
2024-06-30,2.319,112.73,-7.2,0.9882005783537099,1.5840801067329242
2024-07-31,0.882258064516129,112.73,-7.2,-0.12238517524270048,-1.1062206198470408
2024-08-31,0.11774193548387096,112.73,-7.2,-1.4733466831881534,0.16981163221169404
2024-09-30,1.3063333333333333,112.73,-7.2,0.2810104910532508,2.122583040150304
2024-10-31,1.1270967741935483,112.73,-7.2,0.12235862217179619,1.7981863727683778
2024-11-30,6.537000000000001,112.73,-7.2,2.720493706244102,1.1358353813975104
2024-12-31,13.603548387096774,112.73,-7.2,4.419600472372692,-1.7833120417815866
